Абонент	Телефон	Номер_дома	Счет
ФИЛИАЛ_9_ЦЕНТРАЛИЗОВАННОЙ_БИБЛИОТЕЧНОЙ_СИСТЕМЫ_ДЛЯ_ВЗРОСЛЫХ	20544597	37	90,29
ОТДЕЛ_ПРОДАЖ	98219020	59	30,3
КАБ.48-Б	57831056	50	95,06
НАЧАЛЬНИК_ГАРАЖА	43064917	103	2,24
???_ГИДРОУЗЕЛ_12_ШТУРМОВОЕ	31182071	80	21,83
1-ОЕ_КАРДИОЛ_ОТД_СТ_СЕСТР_ПОСТ	66382751	84	29,05
ТПС_16	88836501	64	70,64
УЧАСТОК_ВОДОПРОВОДА_НАХ_Р-НА	90967953	9	73,23
"ВОДНО-СПОРТИВНАЯ_БАЗА_""НЕПТУН"""	47666749	73	97,88
"ЗАО_""КРЫМСКИЙ_ЛЕСОТОРГОВЫЙ_ДОМ"""	44560611	9	13,13
ВКЛЮЧЕНИЕ_ФУЗ	16651322	156	13,19
НАУЧНО-ТЕХНИЧ_ИНФОРМАЦИИ_ОТД	8712148	28	73,14
НАЧМЕД_ПО_ТЕРАПИИ	5060310	48	52,47
ОЭС-129_КАБИНА_4	83562224	87	51,49
ПОМЕЩЕНИЕ_В/Ч_26962	21287830	154	32,87
"ООО_ТПК_""КРЫМСКИЙ_ДОМ"""	45351317	15	99,33
"ЧП_""ТРЕКСИМ"""	71306890	85	86,12
БАЗА_ОБЩЕПИТА	54413034	136	51,15
АТСКЭ_598_ОСТРЯК_13_СТ_ЭЛЕКМЕХ	62413775	107	9,16
"МАГАЗИН_""ДОМОВОЙ""_МЧП_""АЛЕКО"""	69340775	419	15,23
СЕРИЙН.ИСК.К_55-05-54_ОПЕРАТ.	52576116	187	27,58
САНЭПИДЕМСТАНЦИЯ_БАЛАКЛАВСКОГО_РАЙОНА	89779272	30	18,09
КАБ.15	23771233	26	48,41
ЗАМ.ТЕХ.ДИР.КАБ.27_2-Й_ЭТ.	45897504	124	37,48
ПРОДСЛУЖБА_НАЧ	5084568	18	64,79
АВТОЗАПРАВОЧНАЯ_СТАНЦИЯ_N_45	14662365	155	34,29
НАЧ_СЛУЖБЫ_СВЯЗИ	86552892	9	81,49
ТЕПЛОТЕХНИЧ_ИЗМЕРЕНИЙ_СЕКТОР	24838792	48	33,73
КОМ_307	30472316	32	26,22
КУЛЬТУРЫ_ОТД_ЗАВ	6452505	39	16,73
ЦЕХ_ПО_ПОИЗВОД._КОЛБАСНЫХ_ИЗДЕ	8838945	14	24,28
"МАГАЗИН_43_ЗАО_""КРАТОН"""	51129925	17	31,5
НАЧ_УКСА,ОТД_КАДРОВ,СЕКРЕТАРЬ	32309920	78	21,79
"ГКП_""ДОРОЖНО-ЭКСПЛУАТАЦИОННЫЙ_УЧАСТОК"""	68312178	9	80,08
"ЗАО_""ПАЛЛАДА-ИНВЕСТ"""	92565953	47	61,87
МАРКЕТИНГА_ОТД_БЕЗОПАСНОСТИ_ОТ	84147238	127	75,04
МЕДИЦИНСКОЕ_УЧИЛИЩЕ_ИМ_ЖЕНИ_ДЕРЮГИНОЙ	77108308	4	1,75
КАНЦЕЛЯРИЯ	49506481	11	13,01
ГЛАВНОГО_МЕХАНИКА_ОТД	53875178	4	72,58
ГОРТИПОГРАФИЯ	17577805	77	51,15
СТОЛОВАЯ_ДИРЕКТОР	269431	42	9,14
ОПЕРАЦ.ЗАЛ_1-ЫЙ_ЭТАЖ	74707561	9	6,27
ХИРУРГ_ОТД_СТ_СЕСТРА	55768193	50	46,28
УЧЕТ_ОПЛЫТЫ_С_ЮРИДИЧ._ЛИЦАМИ	87409652	15	28,26
"ПАРИКМАХЕСКАЯ_1_""ФАНТАЗИЯ""_ЗАО_ПК_""ЧАЙКА"""	32627135	9	57,54
ПТО_НАЧ	81278373	4	25,64
"ЧАСТНЫЙ_ПРЕДПРИНИМАТЕЛЬ_СОСНОВОЙ_Е.В._САЛОН_""ИНТЕРЬЕР"""	9622983	27	17,06
"МАГАЗИН_ООО_ПТО_""СОЛХАТ"""	61246986	108	97,13
ОТДЕЛ_КОМПЛЕКТОВАНИЯ	16870343	49	15,45
МАРКЕТИНГ_ИНЖЕНЕР	74858568	18	87,11
ДИРЕКТОР_ГЕНЕРАЛЬНЫЙ	41100204	8	47,06
"ОАО_""ВИТАМ"""	34575332	55	23,03
ПЛАНОВЫЙ_ОТД	91250331	250	38,49
КАРДИОЛ_ОТД_1-ОЕ_ОРДИНАТОРСКАЯ	31912316	42	29,05
ШКОЛА_56	63999626	72	26,58
СТАРШИЙ_ТЕРАПЕВТ	67499681	72	94,85
"ООО_ПРОЕКТНО-СТРОИТЕЛЬНАЯ_ФИРМА_""СЕВСТРОЙ"""	34481127	39	31,15
ОТДЕЛЕНИЕ_ГОСУДАРСТВЕННОГО_КАЗНАЧЕЙСТВА_В_ЛЕНИНСКОМ_РАЙОНЕ	94923292	24	27,24
ХОЗ_ГРУППА	9644757	23	35,06
ОБЩЕЖИТИЕ,_ВНУТРИ	44945655	8	16,19
"ЗАО_""РЫБПОРТСЕРВИС"""	27843210	33	84,5
"ДЕТСКО-ЮНОШЕСКИЙ_КЛУБ_""АТЛАНТА"""	85918019	3	74,35
ПРИЕМНЫЙ_ПОКОЙ_ТЕРАПЕВТ_ОТДЕЛ	84714892	67	28,16
В/Ч_13054	96435323	27	2,41
ОГМ	72055465	41	22
"ОФИС_ООО_МОП_""УНИВЕРСАЛСЕРВИС"""	12161005	19	99,88
ПРЕДСЕДАТЕЛЬ_ПУЗИНА	62731554	69	26,66
ХУДОЖ_РУКОВОДИТЕЛЬ	13880346	9	53,53
ОБЩИЙ_К_ПИЩЕНКО_17	72115892	53	19,64
"ОФИС_ООО_""АГАТ-А"""	30556212	90	64,82
1-ЫЙ_ЗАМЕСТИТЕЛЬ	19708531	93	30,65
КОНТАКТНЫХ_МЕТОДОВ_ИССЛЕД_ОТД	51837460	14	70,08
ОТДЕЛ_ИНЖЕНЕРНОЙ_ПОДГОТОВКИ	76769462	36	46,59
"РЕЗЕРВ_ПРОВОДНИКОВ_Ж/Д_СТАНЦИИ_""СЕВАСТОПОЛЬ"""	75081882	4	71,65
КАФЕДРА_ФИЗИКИ	62979328	21	89,2
АТСКЭ_ИНЖЕНЕР	53503625	53	14,01
"З.А.О._ТОРГОВО-ПРОИЗВОДСТВЕННЫЙ_КОМПЛЕКС_""ПРИВЕТЛИВЫЙ"""	39629625	28	36,77
СЛУЖБА_ПОДЗЕМН_ГАЗОПРОВОДОВ	98052769	100	68,71
"5-ЫЙ_ЭНЕРГОРАЙОН_ГКП_""СЕВТЕПЛОЭНЕРГО"""	14185167	180	37,99
В/Ч_А-2295	55456091	167	92,4
ДЕПАР_КОРАБЛЕСТРОЕНИЕ_ЛАБОРАТ	37544900	135	29,88
ЗАМ.ПРЕДСЕДАТЕЛЯ	53650740	129	52,03
УК_АТС-41,42,43	97900033	10	66,57
ДИРЕКТОР_ТЕХНИЧЕСКИЙ	17706164	16	6,05
КОММУНАЛЬНЫЙ_ОТДЕЛ	37351977	191	5,51
ПРОМБАЗА_НАЧ	52363226	26	27,4
ОТДЕЛ_НАЛОГОВ_С_ЮР/Л_К.312	81504891	10	1,42
"ДП_КУЛЬТУРНО-КОММЕРЧЕСКИЙ_ЦЕНТР_""МУССОН-КУЛЬТ""_ОАО_""МУССОН"""	70331874	27	40,54
"СПОРТИВНО-ОЗДОРОВИТЕЛЬНЫЙ_ЛАГЕРЬ_СГТУ_""ГОРИЗОНТ"""	63353419	2	17,8
ШТАБ_ГО_БОМБОУБЕЖИЩЕ	64660320	23	60,81
РЕЦЕПТ_ОТД	31648753	10	28,88
"ФОТОГРАФИЯ_ГАРНИЗОННОГО_КОМБИНАТА_БЫТ_ОБСЛУЖИВАНИЯ_И_ФОТО_""ЦВЕТ"""	37138735	63	41,51
ЗДРАВПУНКТ_П_АНДРЕЕВКА	79377251	226	16,19
"ОБЩЕЖИТИЕ_2_""МУССОН"""	95697362	4	63,65
УЗИ_КАБИНЕТ	29067311	21	75,94
ИНФЕКЦ_РЕВМАТОЛ_АЛЛЕРГОЛ_КАБ	12052952	108	42,19
КРЫМСКОЕ_ОТДЕЛЕНИЕ_ПРИДНЕПРОВСКОЙ_ЖЕЛЕЗНОЙ_ДОРОГИ	53555955	5	91,06
БУХГАЛТЕРИЯ_КАБ.21Д	38855153	80	6,07
ГОСБАНК	19193346	50	27,53
ПРОМТОВАРНЫЙ_ОТДЕЛ	70654836	36	92,35
ВОЕННАЯ_АВТОИНСПЕКЦИЯ_ЧФ_КОМЕНДАТУРЫ_ЧФ_115	56736383	15	94,99
СЕКРЕТАРЬ_ПРИЕМНАЯ	97327001	12	64,01
"ООО_СП_""ТРАНС-ПРОГРЕСС""_СОВМЕСТНОЕ_УКРАИНСКО-БОЛГАРСКОЕ_ПРЕДПРИЯТИЕ"	6090909	51	28,55
ТЕЛЕТАЙП	15307803	19	32,24
ИНЖ_ПО_НОРМИРОВАНИЮ_КОМ.45	41174114	47	87,06
ДЕТСКИЙ_САД-ЯСЛИ_35	98640334	302	46,43
ГАРАЖ-СТОЯНКА	44616685	56	8,42
ФИЗ.ЛИЦО_ЛАХНО_Ю.П._ПАСПОРТ_АР_081657_ОТ_26.12.97	75552066	50	60,53
КОММЕРЧЕСКИЙ_ОТДЕЛ	38455014	43	26,92
САНИТАРНЫЙ_ОТДЕЛ,ЭПИД_ОТД_ЗАВ	81694959	47	5,45
ДИСПЕТЧЕР	45378536	58	67,52
ОТД_МОЛОДЕЖНЫХ_ПРОБЛЕМ	353378	42	39,22
КОМНАТА-ЛЮКС_440	11941738	73	99,29
НАЧ_МЕЖДУНАРОДНОГО_ОТД	63568707	22	42,57
"ОАО_""ПЕРСЕЙ"""	36963542	66	3,81
"ООО_ЮРИДИЧЕСКАЯ_КОНТОРА_""КЛЮЧ"""	74675809	5	62,98
ВАХТЕР_(АТС-52)	68362931	9	86,37
ЗАВХОЗ_СТАТИСТ	9704234	20	3,28
КОРРЕКТОР	218430	5	40,05
СПЕЦИАЛИЗИРОВАННЫЙ_УЧАСТОК_ПО_ОБСЛУЖИВАНИЮ_ПОТРЕБИТ_КОММУТАТОРНЫЙ_ЗАЛ	91289089	69	96,23
ТП_13_РАДИОУЗЕЛ	7671664	14	73,86
"МАГАЗИН_""ГЛОРИЯ""_ОАО_СЕВ.МОЛОКОПЕРЕРАБ._З-Д_(МАГ_ПРОД)"	27941567	24	89,8
ВЗЫМАНИЯ_МЕСТН_НАЛОГ_И_СБОР_ОТ	29979476	20	51,26
ОТД_РЕАБИЛИТАЦИИ	85767303	52	87,39
ИНФОРМАЦИОННО-АНАЛИТИЧЕС.ОТДЕЛ	73492955	148	32,2
СТАТ_ТОРГОВЛИ_И_УСЛУГ_БЮРО	61259306	82	77,16
ГЛ_МЕХАНИК_К.25	11813828	31	76,88
(ВНУТРЕННЯЯ_СВЯЗЬ_16)	37870605	49	7,31
"ЧП_""СКАЙЛЕС"""	17336750	45	1,99
ДЕТСКИЙ_САД_25_ОТДЕЛ_ОБРАЗОВАНИЯ_НАХИМОВСКОЙ_РАЙГОСАДМИНИСТРАЦИИ	85197022	42	82,95
ОТДЕЛ_ГОСУДАРСТВЕННОЙ_НАЛОГОВОЙ_ИНСПЕКЦИИ_В_НАХИМОВСКОМ_Р-НЕ_Г.СЕВ-ЛЕ	18481653	288	90,38
"ГАРАЖНЫЙ_КООПЕРАТИВ_""ЭЛЕВАТОР"""	40224501	43	89,2
"СП_""ИНТЕР-ЧЕРНОБЫЛЬ"""	66693040	145	95,13
НАХИМОВА_15_ЗАМ_ДИРЕКТОРА	99037469	173	5,33
КАБ.50	38993250	35	16,6
ЗАМ_ДИРЕКТОРА_ПО_НАУЧНОЙ_ЧАСТИ	94356825	24	1,42
ГРАФСКАЯ_ПРИСТАНЬ	51745815	47	15
УПРАВЛЕНИЕ_ОХРАНЫ_ЗДОРОВЬЯ	28063902	36	24,84
ПЛАНОВЫЙ_ОТДЕЛ_НАЧ	46328738	66	22,69
"ООО_МАГАЗИН_""КОРАЛЛ""_(МАГ_ПРОМ)"	27259772	4	6,86
"ООО_""ДОРИС"""	89263124	46	88,76
ПРОКУРОРСКО-СЛЕДСТВЕННЫЙ_УЧАСТОК_ЧФ_КОМЕНДАТУРЫ_ЧФ_115	72601460	20	63,54
БАЛАКЛ_ДРОБ-ОБОГ_ФАБР_ТП_2	57206733	68	94,94
"СГПЭС_КАБИНЫ_МТА_ГОСТ._""КРЫМ"""	2006812	57	63,44
ТПС_8_СТРЕЛЕЦКАЯ_БАЛКА	36472506	14	0,57
ПСК_373	96525729	1	58,56
СПЕЦПРИЕМНИК-РАСПРЕДЕЛ_НАЧ	3436946	12	16,93
КАБ.32	75671253	149	40,51
ОТДЕЛ_ПРЕДПРИНИМАТЕЛЬСТВА	58214241	25	18,47
КАБ.109	85504407	66	35,72
6_ОТДЕЛЕНИЕ_ПУЛЬМАНОЛОГИЯ	69350014	1	71,48
ОТД._РАВ_И_МТО	62401655	50	1,76
ЗАО_АТП-2628	86132848	67	78,89
"АДМИНИСТРАТИВНОЕ_ЗДАНИЕ_ДП_ЗАО_""РОДИНА""_""СЕВИНВЕСТСТРОЙ"""	20885715	42	70,61
БЛОК_СТАНЦИЯ	77004214	3	58,04
"ЧП_""ГУМАНИТАРНО-ТЕХНИЧЕСКИЙ_ЛИЦЕЙ"""	131666	35	77,79
ГОР._ТОРГОВОЕ_ПРЕД-ТИЕ_МАГАЗИН_КАШТАН	30208295	26	60,9
ОТДЕЛЕНИЕ_СБЕРБАНКА_006_БАЛАКЛАВСКОНО_РАЙОНА	55571366	2	52,61
ГЛ_БУХГАЛТЕР_ЗАО,_ОБЩИЙ	34923530	379	26,06
АТС-493	2713475	39	3,29
"СТАНЦИЯ_ООО_""СЕВТЕЛЕКОМ"""	48673327	70	84,74
СБОРА_ВЫРУЧКИ_ОТДЕЛ	72993194	36	45,5
ОТДЕЛ_САПР	25065736	67	83,23
ТЕХНИК_(АРХИВ)_К.25	40457383	403	86,47
ПОМ_НАЧАЛЬНИКА	3946323	26	31,56
ГРУЗ_Р-Н_СТ_КАМЫШОВАЯ	17825351	36	50,47
"ООО_""СВС"""	28906742	13	49,79
СЛУЖБА_УЧЕТА_РАСХОДА_ГАЗА	39147903	63	90,97
ОБЩЕСТВО_ИЗОБРЕТАТЕЛЕЙ_И_РАЦИОНАЛИЗАТОРОВ_СЕВАСТ_ГОРСОВЕТ	7298274	51	77,24
УПРОВЛЯЮЩИЙ_ДЕЛАМИ	46071340	63	46,04
"БАЗА_ОТДЫХА_""СОКОЛ""_КИЕВСКОГО_НАУЧНОГО_ПРОИ-ВА_""РЕЛЕ_И_АВТОМАТИКА"""	86032462	46	27,37
ПЛАНОВО-ПРОИЗВОДСТВ_ОТДЕЛ	2157909	1	67,97
ТУРКАБИНЕТ	64338566	15	96,72
ОТДЕЛ_ЭСТЕТИЧЕСКОГО_ВОСПИТАНИЯ_ЦЕНТРАЛИЗ._БИБЛ._СИСТЕМЫ_ДЛЯ_ДЕТЕЙ	90289281	70	47,1
"ТЕПЛОПУНКТ_65_ГКП_""СЕВТЕПЛОЭНЕРГО"""	12164039	53	1,96
"ГАЗОРАЗДАТОЧНАЯ_СТАНЦИЯ_ОАО_ПО_ГАЗОСНАБЖЕН_И_ГАЗИФИКАЦ_""СЕВАСТОПОЛЬГАЗ"	22807738	12	29,19
3_ЭТАЖ,_К.303	37287152	134	67,18
ГОРКОМ_ПРОФ-ЗА_РАБОТНИКОВ_МЕСТН_ПРОМЫШЛ_И_КОММУНАЛЬНО-БЫТОВЫХ_ПРЕДПРИЯ	85984404	21	39,17
ЛАБОРАТОРИЯ_КОЖНО-ВЕНЕРОЛОГ_ДИСПАНСЕРА_СЕРОЛОГИЧЕСКАЯ	10116248	137	20,7
"ООО_""ВЕСНЯНКА"""	40545114	20	91,04
ЗАВ._СЕКТОРОМ_К.43	27743104	3	24,65
НАЧАЛЬНИК_2_А/К	99851232	9	31,53
КОМЕНДАТУРА	49910612	15	92,57
ДЕТСКИЙ_САД_21	57805083	171	41,38
ИНФОРМАЦИОННЫЙ_ОТДЕЛ	1178780	10	2
МАТЕРИАЛЬНОГО_СНАБЖЕНИЯ_ОТД	45407501	20	69,19
СВОБОДНЫЙ	17125165	43	19,16
УЧАСТОК_ПО_РЕМОНТУ_ЭЛЕКТРОННОГО_ОБОРУДОВАНИЯ	16964746	14	8,79
КАБ_ФИЗИО-ТЕРАПИИ_КОЛОБОВА_21	40661123	53	37,17
МАСТЕРСКАЯ_ЭЛЕКТРОЦЕХА	46040553	150	82,32
МГИ_АН_УССР	47763001	66	56,24
"ГАГАРИНСКОЕ_ОТДЕЛЕНИЕ_НАСК_""ОРАНТА"""	26007116	85	20,26
ПОМОЩНИК_ОД	67244694	5	25,47
"МАГАЗИН_""КУЛИНАРИЯ""_ООО_""АКАР"""	68267858	7	98,2
КОМНАТА_ПРЕЗИДИУМА	74141853	3	59,37
РЕАНИМАЦИЯ_СТ_МЕДСЕСТРА	91088942	63	30,81
"ООО_""АН_""АДМИРАЛ"""	32777197	3	63,62
ОТДЕЛЕНИЕ_ПРОФИЛАКТОРИЯ_ГОРБОЛЬНИЦЫ_3	49940759	2	79,49
ЦОП_И_ПУ_УЧАСТОК_РАСЧЕТОВ_С_АБОНЕНТАМИ	82201727	3	58,39
"ЗАО_""ЦЕНТР-ИНИЦИАТИВА"""	44079543	7	51,88
АВТОЗАПРАВКА	27341036	7	86,57
ЧАСТНЫЙ_ПРЕДПРИНИМАТЕЛЬ_АРТЕМЬЕВА_Е.П.	40781321	23	19,18
"МАГАЗИН_""БУРАТИНО""_ПРЕДПР._ХОХЛАЧ_Л.Н."	9592018	89	18,52
ГЛАВВРАЧ_1-Я_ГОРБОЛЬНИЦА	32286898	63	19,82
СКЛАДЫ_В/Ч_97701	40844972	5	82,74
"ООО_""НЕПТУН"""	39206065	65	39,05
"ФИЛИАЛ_ОАО_""СЕВМОРЗАВОД_ИМ_ОРДЖОНИКИДЗЕ"""	90100181	121	66,86
"ИНСПЕКЦИЯ_ГОСНАДЗОРА_ОХРАНТРУДА_(КОТЛОНАДЗОР)_ГАЭК_""СЕВГОРЭНЕРГО"""	2977873	179	21,39
"МАГАЗИН_""АЛЬБАТРОС""_ООО_""АКАР"""	3086859	30	90,07
ГАЗИФИКАЦИИ_ОТД	79854838	36	93,92
"ТЕПЛОПУНКТ_92_ГКП_""СЕВТЕПЛОЭНЕРГО"""	8472546	28	31,03
АНАЛИТИЧЕСКИЙ_ОТД	21360552	31	26,92
ТЕРАПЕВТИЧ_ОТД_СТ_СЕСТРА	63327070	35	22,69
ЭКСПЕРТНО-КРИМИНАЛИСТИЧЕСКИЙ_ОТДЕЛ	3963875	144	8,62
ФИНАНСОВЫЙ_ОТДЕЛ	63833300	26	58,48
"ЗАО_""СЛАВЯНСКИЙ-ЮГ"""	85135595	18	97,36
КОМПЬЮТЕРН_КЛАСС	38040802	9	8,45
В/Ч_25102	66192921	32	70,77
ОНТО	19882434	62	73,45
"ГКП_""ФОРМАЦЕЯ"""	91803473	17	93,72
"МЧП_""ПЕКИТАН""_(РЕДАКЦИЯ_ГАЗЕТ_""НЕДВИЖИМОСТЬ_СЕВАСТОПОЛЯ"",""НАДО"")"	80587851	33	36,99
"ТРАНСПОРТНО-СКЛАДСКОЙ_УЧАСТОК_ОАО_""ПЕРСЕЙ"""	14787382	29	98,3
ШТАБ_ПОСТА_N1_ДВОРЦА_ДЕТСТВА_И_ЮНОСТИ	60197122	1	82,71
КАССИР	3589541	7	66,21
"НТП_""КРЫМТЭК""_(УПРАВЛЕНИЕ)"	6728743	42	31,79
"ЗАО_""СЭСМ"""	12764595	67	97,31
ХИРУРГИЧЕСКОЕ_ОТДЕЛЕНИЕ_ЗАВ	24460067	99	3,27
УПРАВЛЕНИЕ_ВОДНОГО_ХОЗЯЙСТВА_И_МЕЛИОРАЦИИ	65381812	88	43,9
ЛАБОРАТОРИЯ_СТАНЦИИ_ПЕРЕЛИВАНИЯ_КРОВИ_КЛИНИЧЕСКАЯ	31659996	93	95,59
"МАГАЗИН_""РУСЬ""_ТАКСОФОННЫЙ_УЧАСТОК"	50745803	39	44,79
КВАНТ	52880750	34	94,32
"ДЕТ._ОЗДОРОВИТ._ЛАГЕРЬ_""ЧАЙКА""_(ПРИ_В/Ч_87069)"	78598116	2	4,71
РЕНТГЕНКАБИНЕТ_ЗАВ_ОРДИНАТ	59754071	4	60,69
"АПТЕКА_11_ОАО_""ФАРМАЦИЯ"""	76471557	245	51,93
"ЗАО_""МЕХАНИЗАЦИЯ_СТРОИТЕЛЬСТВА""_(ССУМ)"	96220245	178	61,56
ДОГОВОР_С_ЮР.ЛИЦАМИ_(РАСЧЕТ)	44072919	32	14,43
ОБЩИЙ_КОМ.46	15208949	79	36,01
"СОВХОЗ_""СЕВАСТОПОЛЬСКИЙ"""	9804820	106	36,22
НЕВРОЛОГИЧЕСКИЙ_КАБИНЕТ	49505977	132	21,12
ОМИС_N_9	58155486	21	30,87
НАЧАЛЬНИК_ОМТС	69098469	21	40,7
ШКОЛА_24	36839509	135	36,41
"МЧП_""ЛИОН-ТУР"""	76014673	20	4,14
ВЫНОС_АВТОЗАЛ	87103374	31	8,77
"ООО_""ПОЛЯРНЫЕ_ЗОРИ"""	132311	17	5,85
"ГОСТИНИЦА""СПУТНИК""_ЦТЭ_МТС"	8624793	42	68,23
СТРОИТ_ЧАСТИ_ПРОЕКТ_ОТД_НАЧ	13858392	88	31,26
ИНТЕРНАТУРА_МЕДИЦИНСКОГО_СОСТАВА_1472_ВОЕННО-МОРСКОГО_КРАСНОЗН.ГОСПИТ.	26816125	2	13,33
ЗАМ_НАЧАЛЬНИКА_ПОРТА	19935687	89	53,73
"ЗАО_МАГАЗИН_44_""ДЕТСКОЕ_ПИТАНИЕ"""	14998127	59	24,46
"ГОСУДАРСТВЕННОЕ_КОНЦЕРТНО-ГАСТРОЛЬНОЕ_ОБЪЕДИНЕНИЕ_""ЧЕРНОЕ_МОРЕ"""	23724829	13	91,18
ЭПУ_ДЕЖУРНЫЙ	72608258	4	15,45
САНОЧИСТКА_ТЕХНИКИ	49469229	3	24,97
ПОМ_ПО_ОМТО	64478355	8	67,95
НАЧ_ПРОИЗВОДСТВЕННОЙ_ЛАБОРАТОР	72389073	113	3,02
ДРОБ_ОБОГАТ_ФАБ_ЭНЕРГЕТИК	83953012	65	59,04
ИНСТРУКТ_ПО_СПОРТУ_3_ЭТАЖ	16044528	2	5,14
"ООО_ТОРГОВЫЙ_ДОМ_""ТАВРИКА"""	68715713	2	20,72
ОТДЕЛ_АВОТИ	24018511	50	26,51
ВНУТРЕННЯЯ_СВЯЗЬ_49	36851888	8	73,99
ГРАДОС_И_АРХИТ_ОТД_ПО_САД_КООП	8500187	28	78,5
ДЕТСКИЙ_САД_133	49246937	4	69,53
ЗАМ_ДИРЕКТ_ПО_УЧЕБНОЙ_РАБОТЕ	87864939	6	26,53
ЦТЭ_МТТС_УЧАСТОК_ЭНЕРГООБЕСПЕЧЕНИЯ	76403753	47	93,64
"ЗАО_""МОРСТРОЙ"""	94746746	14	91,57
МЕДКАБИНЕТ_(ЕСТЬ_ВЕЧЕРНИЙ)	46679108	12	99,15
УПРАВЛЕНИЕ_ЭКОЛОГИЧЕСКОЙ_БЕЗОПАСНОСТИ	54391398	37	85,05
КОМ_313	53500671	21	36,5
ФИЛИАЛ_УЧИТЕЛЬСКАЯ	20919203	457	51,37
В/Ч_51252	86702363	54	72,95
СГПЭС_ОТДЕЛ_СТАНЦИОННЫХ_СООРУЖЕНИЙ	79339313	71	5,67
СД_УГПЭС_ШТАБ_ГО	85706500	6	16,73
"МАГАЗИН_""ДЖУЛИЯ""_(МАГ_ПРОМ)"	75872494	33	67,33
"КИНОТЕАТР_""МОРЯК"""	99270361	16	54,74
"ООО_""АВТО-ЛЮКС"""	45003033	6	50,9
ВОЕННО-УЧЕТН_СТОЛ_НЕСТЕРОВА,1	48858460	352	78,22
КОМНАТА_436	49808240	19	50,81
ЦЕХ_ЭКСПЛУАТ_НАЧАЛЬНИК	82674962	149	40,35
ИНЖ._ПО_ОБОРУДОВАНИЮ_К.214	87185428	142	26,74
ПУЛЬТ_ЦЕНТРАЛИЗОВАННОЙ_ОХРАНЫ_1	11481688	32	89,59
КРИМИНАЛЬНАЯ_МИЛИЦИЯ_ПО_ДЕЛАМ_НЕСОВЕРШЕННОЛЕТНИХ_ЛЕНИНСК_РАЙОТД_УМВД	1734644	28	84,16
ЦЕХ_ШАМПАНСКОГО_НАЧ	75936755	41	32,59
ЗАВ_1_ОТДЕЛ_ДЕТСКОЙ_ПОЛИКЛИНИК	36854758	2	35,42
"ООО_""ПИВНОЙ_ДВОР"""	45250711	48	31,78
ОТД_ГИДРОФЙИЗИКИ_ШЕЛЬФА	31788692	23	35,56
АТС_ПРОВЕРОЧНЫЙ	24313146	10	45,02
КАБ.31	78981231	102	12,49
КОМ_ПРИЕМА_СЧЕТЧИКОВ	48747548	124	35,94
ОТДЕЛ_ИНФОРМАТИЗАЦИИ_К.301	54471721	45	86,85
ВАХТА_ПРОХОДНАЯ	41333631	20	45,42
"МАГАЗИН_""ЭЛЕКТРОН""_ООО_""ЛЕНВЕСТ-ЮГ"""	87477236	8	41,03
"МЧП_""ГАВАНЬ"""	94037960	418	68,92
"3АО_""ОБЪЕКТИВ"""	99400328	56	94,71
ИНСП_ПО_РАБОТЕ_С_СЕМЬЯМИ_ПОГИБ	32804719	7	70,46
"ООО_""СВИТ-ЮГ"""	14674492	44	76,75
"ЧП_""КРЫМНЕФТЕСЕРВИС"""	45483722	55	48,4
МЕДИКО-СОЦИАЛЬНАЯ_ЭКСПЕРТНАЯ_КОМИССИЯ	90215841	27	63,71
ДЕТСКИЙ_САД-ЯСЛИ_11	15166816	1	97,37
КОМН_202	2959217	84	3,77
К.366	2055958	14	39,16
ЗАВУЧ	81813145	397	2,45
АРЕНДНОЕ_ПРЕДПРИЯТИЕ_РЕМОНТНО-СТРОИТЕЛЬНЫЙ_ТРЕСТ	90365145	445	6,33
АКУШЕРСКОЕ_ОТД	9877000	93	12,71
"МАГАЗИН_МП""АМИТА"""	79212221	13	51,25
ТЕХОТДЕЛ_НАЧ	48942889	28	46,22
ОТДЕЛ_КАП.СТРОИТЕЛЬСТВА	75379193	1	14,48
ДИРЕКТОР_ЗАМ_ДИРЕКТОРА	90792678	28	58,54
ШКОЛА_28	26409632	3	23,64
ДИРЕКТОР_ЦЕНТРА	71473359	158	11,93
УОС_ИНЖЕНЕР	5098333	79	29,26
БПК	83791487	23	49,81
ОФИЦЕРЫ_УМК_КАБ.35_3-Й_ЭТАЖ	27483796	7	41,4
"ДОМ-МУЗЕЙ_""СЕВАСТОПОЛЬСКОЕ_КОММУНИСТИЧЕСКОЕ_ПОДПОЛЬЕ_1942-1944Г"""	78385415	169	51,22
ДИНАМИКИ_ОКЕАНИЧЕСКИХ_ПРОЦ_ОТД	38141427	19	11,29
СЕВАСТОПОЛЬСК._РЕГИОН._ОХОТНИЧЬЕ-РЫБОЛОВ_НОЕ_ПРОИЗВ._ОБ'ЕДИН.	36501445	11	45,83
НАЧАЛЬНИК_ДЕЖУРНЫЙ_Ж/Д_ВОКЗАЛ	44142193	1	65,74
"ЗАО_""КАПРЕМСТРОЙ""_(РСУ-1)"	29697090	73	56,64
МАСТЕР_НА_САХАРНОЙ_ГОЛОВКЕ	27849826	40	83,41
ШКОЛА-ИНТЕРНАТ_5	54546834	64	99,96
ОТДЕЛ_БЕЗОПАСНОСТИ_ДВИЖЕНИЯ	58623224	19	16,69
